BdiBd21-3.1G0000200.1	Bradi1g00200
BdiBd21-3.3G0119600.1	Bradi3g08913
BdiBd21-3.3G0119700.1	Bradi3g08917
BdiBd21-3.3G0119700.2	Bradi3g08917
BdiBd21-3.3G0119800.1	Bradi3g08930
BdiBd21-3.3G0119900.1	Bradi3g08960
BdiBd21-3.3G0120000.1	Bradi3g08961
BdiBd21-3.3G0120100.1	Bradi3g08963
BdiBd21-3.3G0120200.1	Bradi3g08967
BdiBd21-3.3G0120300.1	Bradi3g08974
BdiBd21-3.3G0120400.1	Bradi3g08981
BdiBd21-3.3G0120500.1	Bradi3g08990
BdiBd21-3.3G0120600.1	Bradi3g09000
BdiBd21-3.3G0120700.1	Bradi3g09005
BdiBd21-3.3G0120700.2	Bradi3g09005
BdiBd21-3.3G0120800.1	Bradi3g09010
BdiBd21-3.3G0120800.2	Bradi3g09010
BdiBd21-3.3G0120800.3	Bradi3g09010
BdiBd21-3.3G0120900.1	Bradi3g09013
BdiBd21-3.3G0121000.1	Bradi3g09015
BdiBd21-3.3G0121100.1	Bradi3g09017
BdiBd21-3.3G0121200.1	Bradi3g09020
BdiBd21-3.3G0121300.1	Bradi3g09030
BdiBd21-3.3G0121400.1	Bradi3g09032
BdiBd21-3.3G0121500.1	Bradi3g09034
BdiBd21-3.3G0121600.1	Bradi3g09037
BdiBd21-3.3G0121700.1	Bradi3g09050
BdiBd21-3.3G0121700.2	Bradi3g09050
BdiBd21-3.3G0121800.1	Bradi3g09060
BdiBd21-3.3G0121800.2	Bradi3g09060
BdiBd21-3.3G0121900.1	Bradi3g09067
BdiBd21-3.3G0122100.1	Bradi3g09080
BdiBd21-3.3G0122200.1	Bradi3g09087
BdiBd21-3.3G0122300.1	Bradi3g09100
BdiBd21-3.3G0122400.1	Bradi3g09110
BdiBd21-3.3G0122500.1	Bradi3g09120
BdiBd21-3.3G0122600.1	Bradi3g09130
BdiBd21-3.3G0122700.1	Bradi3g09140
BdiBd21-3.3G0122800.1	Bradi3g09150
BdiBd21-3.3G0123000.1	Bradi3g09155
BdiBd21-3.3G0123100.1	Bradi3g09160
BdiBd21-3.3G0123400.1	Bradi3g09170
BdiBd21-3.3G0123500.1	Bradi3g09180
BdiBd21-3.3G0123600.1	Bradi3g09190
BdiBd21-3.3G0123700.1	Bradi3g09200
BdiBd21-3.3G0123800.1	Bradi3g09210
BdiBd21-3.3G0124000.1	Bradi3g09220
BdiBd21-3.3G0124100.1	Bradi3g09230
BdiBd21-3.3G0124200.1	Bradi3g09240
BdiBd21-3.3G0124300.1	Bradi3g09250
BdiBd21-3.3G0124400.1	Bradi3g09260
BdiBd21-3.3G0124400.2	Bradi3g09260
BdiBd21-3.3G0124400.3	Bradi3g09260
BdiBd21-3.3G0124500.1	Bradi3g09270
BdiBd21-3.3G0124500.2	Bradi3g09270
BdiBd21-3.3G0124600.1	Bradi3g09280
BdiBd21-3.3G0124600.2	Bradi3g09280
BdiBd21-3.3G0124600.3	Bradi3g09280
BdiBd21-3.3G0124600.4	Bradi3g09280
BdiBd21-3.3G0124800.1	Bradi3g09290
BdiBd21-3.3G0124900.1	Bradi3g09296
BdiBd21-3.3G0124900.2	Bradi3g09296
BdiBd21-3.3G0124900.3	Bradi3g09296
BdiBd21-3.3G0124900.4	Bradi3g09296
BdiBd21-3.3G0124900.5	Bradi3g09296
BdiBd21-3.3G0125000.1	Bradi3g09300
BdiBd21-3.3G0125100.1	Bradi3g09310
BdiBd21-3.3G0125200.1	Bradi3g09320
BdiBd21-3.3G0125200.2	Bradi3g09320
BdiBd21-3.3G0125200.3	Bradi3g09320
BdiBd21-3.3G0125200.4	Bradi3g09320
BdiBd21-3.3G0125200.5	Bradi3g09320
BdiBd21-3.3G0125200.6	Bradi3g09320
BdiBd21-3.3G0125200.7	Bradi3g09320
BdiBd21-3.3G0125300.1	Bradi3g09330
BdiBd21-3.3G0125400.1	Bradi3g09340
BdiBd21-3.3G0125500.1	Bradi3g09350
BdiBd21-3.3G0125600.1	Bradi3g09360
BdiBd21-3.3G0125700.1	Bradi3g09371
BdiBd21-3.3G0125800.1	Bradi3g09380
BdiBd21-3.3G0125900.1	Bradi3g09390
BdiBd21-3.3G0126000.1	Bradi3g09395
BdiBd21-3.3G0126100.1	Bradi3g09398
BdiBd21-3.3G0126200.1	Bradi3g09401
BdiBd21-3.3G0126400.1	Bradi3g09402
BdiBd21-3.3G0126700.1	Bradi3g09404
BdiBd21-3.3G0126800.1	Bradi3g09407
BdiBd21-3.3G0127000.1	Bradi3g09410
BdiBd21-3.3G0127100.1	Bradi3g09412
BdiBd21-3.3G0127200.1	Bradi3g09414
BdiBd21-3.3G0127500.1	Bradi3g09423
BdiBd21-3.3G0127600.1	Bradi3g09430
BdiBd21-3.3G0127800.1	Bradi3g09452
BdiBd21-3.3G0127900.1	Bradi3g09460
BdiBd21-3.3G0127900.2	Bradi3g09460
BdiBd21-3.3G0128100.1	Bradi3g09470
BdiBd21-3.3G0128200.1	Bradi3g09480
BdiBd21-3.3G0128300.1	Bradi3g09486
BdiBd21-3.3G0128400.1	Bradi3g09490
BdiBd21-3.3G0128500.1	Bradi3g09500
BdiBd21-3.3G0128600.1	Bradi3g09510
BdiBd21-3.3G0128700.1	Bradi3g09520
BdiBd21-3.3G0128800.1	Bradi3g09525
BdiBd21-3.3G0128900.1	Bradi3g09530
BdiBd21-3.3G0129100.1	Bradi3g09537
BdiBd21-3.3G0129400.1	Bradi3g09540
BdiBd21-3.3G0129500.1	Bradi3g09550
BdiBd21-3.3G0129500.2	Bradi3g09550
BdiBd21-3.3G0129500.3	Bradi3g09550
BdiBd21-3.3G0129600.1	Bradi3g09560
BdiBd21-3.3G0129700.1	Bradi3g09570
BdiBd21-3.3G0129800.1	Bradi3g09575
BdiBd21-3.3G0129900.1	Bradi3g09580
BdiBd21-3.3G0130000.1	Bradi3g09592
BdiBd21-3.3G0130100.1	Bradi3g09597
BdiBd21-3.3G0130200.1	Bradi3g09600
BdiBd21-3.3G0130300.1	Bradi3g09606
BdiBd21-3.3G0130500.1	Bradi3g09612
BdiBd21-3.3G0130600.1	Bradi3g09620
BdiBd21-3.3G0130700.1	Bradi3g09625
BdiBd21-3.3G0130800.1	Bradi3g09630
BdiBd21-3.3G0130900.1	Bradi3g09640
BdiBd21-3.3G0131000.1	Bradi3g09650
BdiBd21-3.3G0131100.1	Bradi3g09660
BdiBd21-3.3G0131200.1	Bradi3g09670
BdiBd21-3.3G0131300.1	Bradi3g09680
BdiBd21-3.3G0131400.1	Bradi3g09690
BdiBd21-3.3G0131500.1	Bradi3g09700
BdiBd21-3.3G0131600.1	Bradi3g09702
BdiBd21-3.3G0131700.1	Bradi3g09704
BdiBd21-3.3G0131900.1	Bradi3g09720
BdiBd21-3.3G0131900.2	Bradi3g09720
BdiBd21-3.3G0132000.1	Bradi3g09730
BdiBd21-3.3G0132200.1	Bradi3g09734
BdiBd21-3.3G0132300.1	Bradi3g09736
BdiBd21-3.3G0132300.2	Bradi3g09736
BdiBd21-3.3G0132300.3	Bradi3g09736
BdiBd21-3.3G0132400.1	Bradi3g09740
BdiBd21-3.3G0132400.2	Bradi3g09740
BdiBd21-3.3G0132500.1	Bradi3g09750
BdiBd21-3.3G0132600.1	Bradi3g09755
BdiBd21-3.3G0132700.1	Bradi3g09760
BdiBd21-3.3G0132800.1	Bradi3g09770
BdiBd21-3.3G0132900.1	Bradi3g09780
BdiBd21-3.3G0133000.1	Bradi3g09782
BdiBd21-3.3G0133100.1	Bradi3g09785
BdiBd21-3.3G0133200.1	Bradi3g09790
BdiBd21-3.3G0133200.2	Bradi3g09790
BdiBd21-3.3G0133300.1	Bradi3g09797
BdiBd21-3.3G0133300.2	Bradi3g09797
BdiBd21-3.3G0133400.1	Bradi3g09810
BdiBd21-3.3G0133500.1	Bradi3g09820
BdiBd21-3.3G0133600.1	Bradi3g09825
BdiBd21-3.3G0133700.1	Bradi3g09830
BdiBd21-3.3G0133700.2	Bradi3g09830
BdiBd21-3.3G0133800.1	Bradi3g09840
BdiBd21-3.3G0133900.1	Bradi3g09850
BdiBd21-3.3G0134100.1	Bradi3g09870
BdiBd21-3.3G0134200.1	Bradi3g09880
BdiBd21-3.3G0134200.2	Bradi3g09880
BdiBd21-3.3G0134300.1	Bradi3g09890
BdiBd21-3.3G0134300.2	Bradi3g09890
BdiBd21-3.3G0134600.1	Bradi3g09901
BdiBd21-3.3G0134600.2	Bradi3g09901
BdiBd21-3.3G0134600.3	Bradi3g09901
BdiBd21-3.3G0134600.4	Bradi3g09901
BdiBd21-3.3G0134800.1	Bradi3g09910
BdiBd21-3.3G0134900.1	Bradi3g09915
BdiBd21-3.3G0135000.1	Bradi3g09920
BdiBd21-3.3G0135000.2	Bradi3g09920
BdiBd21-3.3G0135100.1	Bradi3g09930
BdiBd21-3.3G0135200.1	Bradi3g09940
BdiBd21-3.3G0135300.1	Bradi3g09950
BdiBd21-3.3G0135300.2	Bradi3g09950
BdiBd21-3.3G0135400.1	Bradi3g09960
BdiBd21-3.3G0135500.1	Bradi3g09967
BdiBd21-3.3G0135600.1	Bradi3g09977
BdiBd21-3.3G0135700.1	Bradi3g09990
BdiBd21-3.3G0135800.1	Bradi3g09996
BdiBd21-3.3G0135900.1	Bradi3g10000
BdiBd21-3.3G0136000.1	Bradi3g10010
BdiBd21-3.3G0136100.1	Bradi3g10020
BdiBd21-3.3G0136200.1	Bradi3g10030
BdiBd21-3.3G0136300.1	Bradi3g10037
BdiBd21-3.3G0136400.1	Bradi3g10044
BdiBd21-3.3G0136500.1	Bradi3g10051
BdiBd21-3.3G0136600.1	Bradi3g10058
BdiBd21-3.3G0136600.2	Bradi3g10058
BdiBd21-3.3G0136700.1	Bradi3g10067
BdiBd21-3.3G0136700.2	Bradi3g10067
BdiBd21-3.3G0136800.1	Bradi3g10075
BdiBd21-3.3G0136800.2	Bradi3g10075
BdiBd21-3.3G0136800.3	Bradi3g10075
BdiBd21-3.3G0136800.4	Bradi3g10075
BdiBd21-3.3G0136900.1	Bradi3g10080
BdiBd21-3.3G0136900.2	Bradi3g10080
BdiBd21-3.3G0137000.1	Bradi3g10090
BdiBd21-3.3G0137100.1	Bradi3g10100
BdiBd21-3.3G0137200.1	Bradi3g10105
BdiBd21-3.3G0137300.1	Bradi3g10110
BdiBd21-3.3G0137400.1	Bradi3g10120
BdiBd21-3.3G0137500.1	Bradi3g10127
BdiBd21-3.3G0137600.1	Bradi3g10140
BdiBd21-3.3G0137600.2	Bradi3g10140
BdiBd21-3.3G0137600.3	Bradi3g10140
BdiBd21-3.3G0137700.1	Bradi3g10150
BdiBd21-3.3G0137700.2	Bradi3g10150
BdiBd21-3.3G0137800.1	Bradi3g10160
BdiBd21-3.3G0137800.2	Bradi3g10160
BdiBd21-3.3G0137800.3	Bradi3g10160
BdiBd21-3.3G0138100.1	Bradi3g10180
BdiBd21-3.3G0138200.1	Bradi3g10190
BdiBd21-3.3G0138300.1	Bradi3g10200
BdiBd21-3.3G0138300.2	Bradi3g10200
BdiBd21-3.3G0138400.1	Bradi3g10210
BdiBd21-3.3G0138400.2	Bradi3g10210
BdiBd21-3.3G0138400.3	Bradi3g10210
BdiBd21-3.3G0138400.4	Bradi3g10210
BdiBd21-3.3G0138500.1	Bradi3g10220
BdiBd21-3.3G0138500.2	Bradi3g10220
BdiBd21-3.3G0138500.3	Bradi3g10220
BdiBd21-3.3G0138600.1	Bradi3g10230
BdiBd21-3.3G0138700.1	Bradi3g10240
BdiBd21-3.3G0138800.1	Bradi3g10250
BdiBd21-3.3G0138800.2	Bradi3g10250
BdiBd21-3.3G0138900.1	Bradi3g10260
BdiBd21-3.3G0138900.2	Bradi3g10260
BdiBd21-3.3G0139000.1	Bradi3g10266
BdiBd21-3.3G0139100.1	Bradi3g10270
BdiBd21-3.3G0139200.1	Bradi3g10280
BdiBd21-3.3G0139600.1	Bradi3g10290
BdiBd21-3.3G0139800.1	Bradi3g10300
BdiBd21-3.3G0139900.1	Bradi3g10310
BdiBd21-3.3G0140000.1	Bradi3g10320
BdiBd21-3.3G0140000.2	Bradi3g10320
BdiBd21-3.3G0140100.1	Bradi3g10330
BdiBd21-3.3G0140200.1	Bradi3g10336
BdiBd21-3.3G0140300.1	Bradi3g10342
BdiBd21-3.3G0140500.1	Bradi3g10350
BdiBd21-3.3G0140600.1	Bradi3g10360
BdiBd21-3.3G0140700.1	Bradi3g10365
BdiBd21-3.3G0140800.1	Bradi3g10370
BdiBd21-3.3G0140800.2	Bradi3g10370
BdiBd21-3.3G0140900.1	Bradi3g10380
BdiBd21-3.3G0141200.1	Bradi3g10390
BdiBd21-3.3G0141300.1	Bradi3g10397
BdiBd21-3.3G0141300.2	Bradi3g10397
BdiBd21-3.3G0141400.1	Bradi3g10410
BdiBd21-3.3G0141500.1	Bradi3g10411
BdiBd21-3.3G0141600.1	Bradi3g10413
BdiBd21-3.3G0141700.1	Bradi3g10414
BdiBd21-3.3G0141800.1	Bradi3g10416
BdiBd21-3.3G0141900.1	Bradi3g10422
BdiBd21-3.3G0141900.2	Bradi3g10422
BdiBd21-3.3G0141900.3	Bradi3g10422
BdiBd21-3.3G0141900.4	Bradi3g10422
BdiBd21-3.3G0142100.1	Bradi3g10437
BdiBd21-3.3G0142100.2	Bradi3g10437
BdiBd21-3.3G0142100.3	Bradi3g10437
BdiBd21-3.3G0142200.1	Bradi3g10450
BdiBd21-3.3G0142300.1	Bradi3g10460
BdiBd21-3.3G0142400.1	Bradi3g10470
BdiBd21-3.3G0142500.1	Bradi3g10480
BdiBd21-3.3G0142600.1	Bradi3g10482
BdiBd21-3.3G0142700.1	Bradi3g10485
BdiBd21-3.3G0142800.1	Bradi3g10490
BdiBd21-3.3G0142900.1	Bradi3g10500
BdiBd21-3.3G0143000.1	Bradi3g10510
BdiBd21-3.3G0143100.1	Bradi3g10520
BdiBd21-3.3G0143200.1	Bradi3g10525
BdiBd21-3.3G0143400.1	Bradi3g10530
BdiBd21-3.3G0143500.1	Bradi3g10540
BdiBd21-3.3G0143600.1	Bradi3g10550
BdiBd21-3.3G0143700.1	Bradi3g10560
BdiBd21-3.3G0143800.1	Bradi3g10566
BdiBd21-3.3G0143900.1	Bradi3g10572
BdiBd21-3.3G0144000.1	Bradi3g10580
BdiBd21-3.3G0144200.1	Bradi3g10590
BdiBd21-3.3G0144300.1	Bradi3g10593
BdiBd21-3.3G0144500.1	Bradi3g10591
BdiBd21-3.3G0144600.1	Bradi3g10595
BdiBd21-3.3G0144800.1	Bradi3g10600
BdiBd21-3.3G0145000.1	Bradi3g10610
BdiBd21-3.3G0145100.1	Bradi3g10620
BdiBd21-3.3G0145200.1	Bradi3g10630
BdiBd21-3.3G0145300.1	Bradi3g10640
BdiBd21-3.3G0145400.1	Bradi3g10650
BdiBd21-3.3G0145500.1	Bradi3g10660
BdiBd21-3.3G0145700.1	Bradi3g10670
BdiBd21-3.3G0145700.2	Bradi3g10670
BdiBd21-3.3G0145800.1	Bradi3g10680
BdiBd21-3.3G0145900.1	Bradi3g10690
BdiBd21-3.3G0145900.2	Bradi3g10690
BdiBd21-3.3G0146000.1	Bradi3g10697
BdiBd21-3.3G0146100.1	Bradi3g10710
BdiBd21-3.3G0146200.1	Bradi3g10720
BdiBd21-3.3G0146400.1	Bradi3g10730
BdiBd21-3.3G0146500.1	Bradi3g10733
BdiBd21-3.3G0146700.1	Bradi3g10737
BdiBd21-3.3G0146900.1	Bradi3g10743
BdiBd21-3.3G0147000.1	Bradi3g10750
BdiBd21-3.3G0147100.1	Bradi3g10760
BdiBd21-3.3G0147200.1	Bradi3g10770
BdiBd21-3.3G0147200.2	Bradi3g10770
BdiBd21-3.3G0147200.3	Bradi3g10770
BdiBd21-3.3G0147200.4	Bradi3g10770
BdiBd21-3.3G0147300.1	Bradi3g10771
BdiBd21-3.3G0147700.1	Bradi3g10777
BdiBd21-3.3G0147800.1	Bradi3g10787
BdiBd21-3.3G0147900.1	Bradi3g10798
BdiBd21-3.3G0148000.1	Bradi3g10800
BdiBd21-3.3G0148100.1	Bradi3g10802
BdiBd21-3.3G0148200.1	Bradi3g10810
BdiBd21-3.3G0148200.2	Bradi3g10810
BdiBd21-3.3G0148300.1	Bradi3g10815
BdiBd21-3.3G0148400.1	Bradi3g10820
BdiBd21-3.3G0148400.2	Bradi3g10820
BdiBd21-3.3G0148500.1	Bradi3g10830
BdiBd21-3.3G0148600.1	Bradi3g10840
BdiBd21-3.3G0148600.2	Bradi3g10840
BdiBd21-3.3G0148700.1	Bradi3g10845
BdiBd21-3.3G0148800.1	Bradi3g10850
BdiBd21-3.3G0148900.1	Bradi3g10860
BdiBd21-3.3G0149000.1	Bradi3g10865
BdiBd21-3.3G0149100.1	Bradi3g10870
BdiBd21-3.3G0149200.1	Bradi3g10872
BdiBd21-3.3G0149300.1	Bradi3g10878
BdiBd21-3.3G0149500.1	Bradi3g10887
BdiBd21-3.3G0149600.1	Bradi3g10900
BdiBd21-3.3G0149700.1	Bradi3g10910
BdiBd21-3.3G0149800.1	Bradi3g10920
BdiBd21-3.3G0149800.2	Bradi3g10920
BdiBd21-3.3G0149800.3	Bradi3g10920
BdiBd21-3.3G0149800.4	Bradi3g10920
BdiBd21-3.3G0149800.5	Bradi3g10920
BdiBd21-3.3G0149800.6	Bradi3g10920
BdiBd21-3.3G0149800.7	Bradi3g10920
BdiBd21-3.3G0149800.8	Bradi3g10920
BdiBd21-3.3G0149800.9	Bradi3g10920
BdiBd21-3.3G0149900.1	Bradi3g10925
BdiBd21-3.3G0150000.1	Bradi3g10930
BdiBd21-3.3G0150100.1	Bradi3g10934
BdiBd21-3.3G0150200.1	Bradi3g10937
BdiBd21-3.3G0150200.2	Bradi3g10937
BdiBd21-3.3G0150200.3	Bradi3g10937
BdiBd21-3.3G0150400.1	Bradi3g10941
BdiBd21-3.3G0150500.1	Bradi3g10946
BdiBd21-3.3G0150600.1	Bradi3g10950
BdiBd21-3.3G0150700.1	Bradi3g10960
BdiBd21-3.3G0150800.1	Bradi3g10967
BdiBd21-3.3G0150800.2	Bradi3g10967
BdiBd21-3.3G0150800.3	Bradi3g10967
BdiBd21-3.3G0150800.4	Bradi3g10967
BdiBd21-3.3G0151000.1	Bradi3g10980
BdiBd21-3.3G0151100.1	Bradi3g10985
BdiBd21-3.3G0151200.1	Bradi3g10990
BdiBd21-3.3G0151300.1	Bradi3g11000
BdiBd21-3.3G0151500.1	Bradi3g11003
BdiBd21-3.3G0151700.1	Bradi3g11005
BdiBd21-3.3G0151700.2	Bradi3g11005
BdiBd21-3.3G0151700.3	Bradi3g11005
BdiBd21-3.3G0151800.1	Bradi3g11007
BdiBd21-3.3G0151900.1	Bradi3g11011
BdiBd21-3.3G0152000.1	Bradi3g11016
BdiBd21-3.3G0152200.1	Bradi3g11024
BdiBd21-3.3G0152200.2	Bradi3g11024
BdiBd21-3.3G0152200.3	Bradi3g11024
BdiBd21-3.3G0152300.1	Bradi3g11028
BdiBd21-3.3G0152500.1	Bradi3g11031
BdiBd21-3.3G0152600.1	Bradi3g11035
BdiBd21-3.3G0152700.1	Bradi3g11042
BdiBd21-3.3G0153000.1	Bradi3g11050
BdiBd21-3.3G0153100.1	Bradi3g11060
BdiBd21-3.3G0153300.1	Bradi3g11066
BdiBd21-3.3G0153400.1	Bradi3g11072
BdiBd21-3.3G0153500.1	Bradi3g11080
BdiBd21-3.3G0153600.1	Bradi3g11090
BdiBd21-3.3G0153700.1	Bradi3g11101
BdiBd21-3.3G0153800.1	Bradi3g11110
BdiBd21-3.3G0153900.1	Bradi3g11120
BdiBd21-3.3G0154000.1	Bradi3g11130
BdiBd21-3.3G0154100.1	Bradi3g11140
BdiBd21-3.3G0154100.2	Bradi3g11140
BdiBd21-3.3G0154100.3	Bradi3g11140
BdiBd21-3.3G0154100.4	Bradi3g11140
BdiBd21-3.3G0154200.1	Bradi3g11145
BdiBd21-3.3G0154300.1	Bradi3g11150
BdiBd21-3.3G0154400.1	Bradi3g11156
BdiBd21-3.3G0154500.1	Bradi3g11163
BdiBd21-3.3G0154600.1	Bradi3g11170
BdiBd21-3.3G0154800.1	Bradi3g11180
BdiBd21-3.3G0154800.2	Bradi3g11180
BdiBd21-3.3G0154800.3	Bradi3g11180
BdiBd21-3.3G0154800.4	Bradi3g11180
BdiBd21-3.3G0155000.1	Bradi3g11191
BdiBd21-3.3G0155100.1	Bradi3g11197
BdiBd21-3.3G0155100.2	Bradi3g11197
BdiBd21-3.3G0155200.1	Bradi3g11200
BdiBd21-3.3G0155400.1	Bradi3g11203
BdiBd21-3.3G0155600.1	Bradi3g11205
BdiBd21-3.3G0155700.1	Bradi3g11208
BdiBd21-3.3G0155800.1	Bradi3g11210
BdiBd21-3.3G0155900.1	Bradi3g11220
BdiBd21-3.3G0155900.2	Bradi3g11220
BdiBd21-3.3G0156000.1	Bradi3g11230
BdiBd21-3.3G0156100.1	Bradi3g11240
BdiBd21-3.3G0156200.1	Bradi3g11250
BdiBd21-3.3G0156200.2	Bradi3g11250
BdiBd21-3.3G0156200.3	Bradi3g11250
BdiBd21-3.3G0156200.4	Bradi3g11250
BdiBd21-3.3G0156200.5	Bradi3g11250
BdiBd21-3.3G0156200.6	Bradi3g11250
BdiBd21-3.3G0156300.1	Bradi3g11260
BdiBd21-3.3G0156300.2	Bradi3g11260
BdiBd21-3.3G0156300.3	Bradi3g11260
BdiBd21-3.3G0156400.1	Bradi3g11270
BdiBd21-3.3G0156600.1	Bradi3g11280
BdiBd21-3.3G0156700.1	Bradi3g11290
BdiBd21-3.3G0156800.1	Bradi3g11300
BdiBd21-3.3G0156800.2	Bradi3g11300
BdiBd21-3.3G0156900.1	Bradi3g11310
BdiBd21-3.3G0157000.1	Bradi3g11320
BdiBd21-3.3G0157000.2	Bradi3g11320
BdiBd21-3.3G0157100.1	Bradi3g11327
BdiBd21-3.3G0157100.2	Bradi3g11327
BdiBd21-3.3G0157200.1	Bradi3g11337
BdiBd21-3.3G0157300.1	Bradi3g11353
BdiBd21-3.3G0157400.1	Bradi3g11370
BdiBd21-3.3G0157500.1	Bradi3g11377
BdiBd21-3.3G0157600.1	Bradi3g11390
BdiBd21-3.3G0157700.1	Bradi3g11400
BdiBd21-3.3G0157900.1	Bradi3g11414
BdiBd21-3.3G0157900.2	Bradi3g11414
BdiBd21-3.3G0157900.3	Bradi3g11414
BdiBd21-3.3G0157900.4	Bradi3g11414
BdiBd21-3.3G0158100.1	Bradi3g11421
BdiBd21-3.3G0158200.1	Bradi3g11430
BdiBd21-3.3G0158400.1	Bradi3g11437
BdiBd21-3.3G0158500.1	Bradi3g11450
BdiBd21-3.3G0158600.1	Bradi3g11460
BdiBd21-3.3G0158700.1	Bradi3g11470
BdiBd21-3.3G0158700.2	Bradi3g11470
BdiBd21-3.3G0158800.1	Bradi3g11480
BdiBd21-3.3G0159000.1	Bradi3g11492
BdiBd21-3.3G0159100.1	Bradi3g11500
BdiBd21-3.3G0159200.1	Bradi3g11507
BdiBd21-3.3G0159300.1	Bradi3g11512
BdiBd21-3.3G0159400.1	Bradi3g11520
BdiBd21-3.3G0159400.2	Bradi3g11520
BdiBd21-3.3G0159500.1	Bradi3g11530
BdiBd21-3.3G0159600.1	Bradi3g11540
BdiBd21-3.3G0159700.1	Bradi3g11552
BdiBd21-3.3G0159800.1	Bradi3g11560
BdiBd21-3.3G0160000.1	Bradi3g11568
BdiBd21-3.3G0160100.1	Bradi3g11577
BdiBd21-3.3G0160200.1	Bradi3g11583
BdiBd21-3.3G0160300.1	Bradi3g11590
BdiBd21-3.3G0160400.1	Bradi3g11592
BdiBd21-3.3G0160600.1	Bradi3g11594
BdiBd21-3.3G0160900.1	Bradi3g11596
BdiBd21-3.3G0161000.1	Bradi3g11600
BdiBd21-3.3G0161300.1	Bradi3g11800
BdiBd21-3.3G0161500.1	Bradi3g11846
BdiBd21-3.3G0162000.1	Bradi3g11870
BdiBd21-3.3G0162100.1	Bradi3g11930
BdiBd21-3.3G0162100.2	Bradi3g11930
BdiBd21-3.3G0162100.3	Bradi3g11930
BdiBd21-3.3G0162100.4	Bradi3g11930
BdiBd21-3.3G0162200.1	Bradi3g11960
BdiBd21-3.3G0162300.1	Bradi3g11990
BdiBd21-3.3G0162300.2	Bradi3g11990
BdiBd21-3.3G0162300.3	Bradi3g11990
BdiBd21-3.3G0162600.1	Bradi3g12020
BdiBd21-3.3G0162900.1	Bradi3g12025
BdiBd21-3.3G0163000.1	Bradi3g12030
BdiBd21-3.3G0163000.2	Bradi3g12030
BdiBd21-3.3G0163000.3	Bradi3g12030
BdiBd21-3.3G0163800.1	Bradi3g12240
BdiBd21-3.3G0163900.1	Bradi3g12242
BdiBd21-3.3G0164000.1	Bradi3g12245
BdiBd21-3.3G0164100.1	Bradi3g12250
BdiBd21-3.3G0164100.2	Bradi3g12250
BdiBd21-3.3G0164100.3	Bradi3g12250
BdiBd21-3.3G0164800.1	Bradi3g12450
BdiBd21-3.3G0164800.2	Bradi3g12450
BdiBd21-3.3G0165100.1	Bradi3g12460
BdiBd21-3.3G0165100.2	Bradi3g12460
BdiBd21-3.3G0165100.3	Bradi3g12460
BdiBd21-3.3G0165200.1	Bradi3g12470
BdiBd21-3.3G0165300.1	Bradi3g12480
BdiBd21-3.3G0165400.1	Bradi3g12485
BdiBd21-3.3G0165500.1	Bradi3g12490
BdiBd21-3.3G0165600.1	Bradi3g12497
BdiBd21-3.3G0165700.1	Bradi3g12510
BdiBd21-3.3G0165800.1	Bradi3g12520
BdiBd21-3.3G0165800.2	Bradi3g12520
BdiBd21-3.3G0165800.3	Bradi3g12520
BdiBd21-3.3G0165800.4	Bradi3g12520
BdiBd21-3.3G0165900.1	Bradi3g12530
BdiBd21-3.3G0165900.2	Bradi3g12530
BdiBd21-3.3G0166000.1	Bradi3g12540
BdiBd21-3.3G0166100.1	Bradi3g12550
BdiBd21-3.3G0166300.1	Bradi3g12560
BdiBd21-3.3G0166400.1	Bradi3g12565
BdiBd21-3.3G0166500.1	Bradi3g12566
BdiBd21-3.3G0166600.1	Bradi3g12567
BdiBd21-3.3G0166700.1	Bradi3g12570
BdiBd21-3.3G0166800.1	Bradi3g12577
BdiBd21-3.3G0166900.1	Bradi3g12585
BdiBd21-3.3G0167100.1	Bradi3g12590
BdiBd21-3.3G0167200.1	Bradi3g12600
BdiBd21-3.3G0167200.2	Bradi3g12600
BdiBd21-3.3G0167300.1	Bradi3g12610
BdiBd21-3.3G0167400.1	Bradi3g12627
BdiBd21-3.3G0167500.1	Bradi3g12640
BdiBd21-3.3G0167900.1	Bradi3g12660
BdiBd21-3.3G0168000.1	Bradi3g12680
BdiBd21-3.3G0168100.1	Bradi3g12690
BdiBd21-3.3G0168200.1	Bradi3g12696
BdiBd21-3.3G0168300.1	Bradi3g12699
BdiBd21-3.3G0168400.1	Bradi3g12702
BdiBd21-3.3G0168500.1	Bradi3g12710
BdiBd21-3.3G0168600.1	Bradi3g12720
BdiBd21-3.3G0168700.1	Bradi3g12730
BdiBd21-3.3G0168800.1	Bradi3g12740
BdiBd21-3.3G0168900.1	Bradi3g12750
BdiBd21-3.3G0168900.2	Bradi3g12750
BdiBd21-3.3G0168900.3	Bradi3g12750
BdiBd21-3.3G0168900.4	Bradi3g12750
BdiBd21-3.3G0169000.1	Bradi3g12760
BdiBd21-3.3G0169100.1	Bradi3g12770
BdiBd21-3.3G0169300.1	Bradi3g12790
BdiBd21-3.3G0169300.2	Bradi3g12790
BdiBd21-3.3G0169300.3	Bradi3g12790
BdiBd21-3.3G0169300.4	Bradi3g12790
BdiBd21-3.3G0169300.5	Bradi3g12790
BdiBd21-3.3G0169300.6	Bradi3g12790
BdiBd21-3.3G0169400.1	Bradi3g12800
