TF_ID	Gene_ID	Family
Bradi3g45170.4.p	Bradi3g45170	bZIP
Bradi3g45230.1.p	Bradi3g45230	Trihelix
Bradi3g45300.1.p	Bradi3g45300	Trihelix
Bradi3g45360.2.p	Bradi3g45360	bHLH
Bradi3g45360.3.p	Bradi3g45360	bHLH
Bradi3g45360.4.p	Bradi3g45360	bHLH
Bradi3g45365.1.p	Bradi3g45365	bHLH
Bradi3g45370.2.p	Bradi3g45370	bHLH
Bradi3g45470.1.p	Bradi3g45470	FAR1
Bradi3g46200.1.p	Bradi3g46200	bHLH
Bradi3g46200.2.p	Bradi3g46200	bHLH
Bradi3g46210.1.p	Bradi3g46210	Trihelix
Bradi3g46680.1.p	Bradi3g46680	EIL
Bradi3g46690.1.p	Bradi3g46690	EIL
Bradi3g46900.1.p	Bradi3g46900	NAC
Bradi3g46900.2.p	Bradi3g46900	NAC
Bradi3g46900.3.p	Bradi3g46900	NAC
Bradi3g46900.4.p	Bradi3g46900	NAC
Bradi3g47021.1.p	Bradi3g47021	FAR1
Bradi3g47627.1.p	Bradi3g47627	NAC
Bradi3g48070.3.p	Bradi3g48070	bHLH
Bradi3g48070.4.p	Bradi3g48070	bHLH
Bradi3g48310.1.p	Bradi3g48310	FAR1
Bradi3g48330.2.p	Bradi3g48330	FAR1
Bradi3g49660.1.p	Bradi3g49660	TCP
Bradi3g50050.1.p	Bradi3g50050	YABBY
Bradi3g50067.1.p	Bradi3g50067	NAC
Bradi3g50160.2.p	Bradi3g50160	GATA
Bradi3g50213.1.p	Bradi3g50213	Trihelix
Bradi3g50360.1.p	Bradi3g50360	WRKY
Bradi3g50930.3.p	Bradi3g50930	GRAS
Bradi3g51320.1.p	Bradi3g51320	FAR1
Bradi3g51510.1.p	Bradi3g51510	Dof
Bradi3g51510.3.p	Bradi3g51510	Dof
Bradi3g51510.4.p	Bradi3g51510	Dof
Bradi3g52150.1.p	Bradi3g52150	bHLH
Bradi3g52420.1.p	Bradi3g52420	WRKY
Bradi3g52420.2.p	Bradi3g52420	WRKY
Bradi3g52790.1.p	Bradi3g52790	bHLH
Bradi3g52790.2.p	Bradi3g52790	bHLH
Bradi3g52837.1.p	Bradi3g52837	ZF-HD
Bradi3g52880.1.p	Bradi3g52880	Dof
Bradi3g53060.2.p	Bradi3g53060	bHLH
Bradi3g54070.1.p	Bradi3g54070	bHLH
Bradi3g54640.1.p	Bradi3g54640	bHLH
Bradi3g54640.2.p	Bradi3g54640	bHLH
Bradi3g54640.3.p	Bradi3g54640	bHLH
Bradi3g54720.1.p	Bradi3g54720	GATA
Bradi3g54817.1.p	Bradi3g54817	NAC
Bradi3g55680.1.p	Bradi3g55680	LBD
Bradi3g55978.1.p	Bradi3g55978	FAR1
Bradi3g56080.1.p	Bradi3g56080	NAC
Bradi3g56290.1.p	Bradi3g56290	bZIP
Bradi3g56340.1.p	Bradi3g56340	bHLH
Bradi3g56340.2.p	Bradi3g56340	bHLH
Bradi3g56380.1.p	Bradi3g56380	Dof
Bradi3g56400.1.p	Bradi3g56400	NF-YB
Bradi3g57320.1.p	Bradi3g57320	NF-YA
Bradi3g57640.1.p	Bradi3g57640	GeBP
Bradi3g57710.1.p	Bradi3g57710	WRKY
Bradi3g57710.2.p	Bradi3g57710	WRKY
Bradi3g57710.3.p	Bradi3g57710	WRKY
Bradi3g57800.1.p	Bradi3g57800	GeBP
Bradi3g57800.2.p	Bradi3g57800	GeBP
Bradi3g57960.2.p	Bradi3g57960	bZIP
Bradi3g57960.4.p	Bradi3g57960	bZIP
Bradi3g57960.5.p	Bradi3g57960	bZIP
Bradi3g58360.1.p	Bradi3g58360	bHLH
Bradi3g59290.1.p	Bradi3g59290	bHLH
Bradi3g59320.2.p	Bradi3g59320	TCP
Bradi3g59380.1.p	Bradi3g59380	NAC
Bradi3g59410.3.p	Bradi3g59410	Nin-like
Bradi3g59410.4.p	Bradi3g59410	Nin-like
Bradi3g59420.2.p	Bradi3g59420	Nin-like
Bradi3g59420.3.p	Bradi3g59420	Nin-like
Bradi3g59740.2.p	Bradi3g59740	E2F/DP
Bradi3g59740.3.p	Bradi3g59740	E2F/DP
Bradi3g59866.1.p	Bradi3g59866	NAC
Bradi3g60352.1.p	Bradi3g60352	TCP
Bradi3g60870.1.p	Bradi3g60870	bZIP
Bradi3g61024.1.p	Bradi3g61024	GRAS
Bradi4g00920.2.p	Bradi4g00920	bHLH
Bradi4g00920.3.p	Bradi4g00920	bHLH
Bradi4g00925.1.p	Bradi4g00925	FAR1
Bradi4g01140.1.p	Bradi4g01140	GATA
Bradi4g01140.2.p	Bradi4g01140	GATA
Bradi4g01300.1.p	Bradi4g01300	YABBY
Bradi4g01300.2.p	Bradi4g01300	YABBY
Bradi4g01380.3.p	Bradi4g01380	NF-YA
Bradi4g01547.1.p	Bradi4g01547	TCP
Bradi4g01547.2.p	Bradi4g01547	TCP
Bradi4g01547.3.p	Bradi4g01547	TCP
Bradi4g01820.10.p	Bradi4g01820	NF-YA
Bradi4g01820.11.p	Bradi4g01820	NF-YA
Bradi4g01820.12.p	Bradi4g01820	NF-YA
Bradi4g01820.2.p	Bradi4g01820	NF-YA
Bradi4g01820.5.p	Bradi4g01820	NF-YA
Bradi4g01820.6.p	Bradi4g01820	NF-YA
Bradi4g01820.7.p	Bradi4g01820	NF-YA
Bradi4g01820.8.p	Bradi4g01820	NF-YA
Bradi4g01820.9.p	Bradi4g01820	NF-YA
Bradi4g01950.1.p	Bradi4g01950	WRKY
Bradi4g02060.2.p	Bradi4g02060	NAC
Bradi4g02390.1.p	Bradi4g02390	CPP
Bradi4g02390.2.p	Bradi4g02390	CPP
Bradi4g02390.3.p	Bradi4g02390	CPP
Bradi4g02390.4.p	Bradi4g02390	CPP
Bradi4g02390.5.p	Bradi4g02390	CPP
Bradi4g02390.6.p	Bradi4g02390	CPP
Bradi4g02410.1.p	Bradi4g02410	CPP
Bradi4g02570.1.p	Bradi4g02570	bZIP
Bradi4g02570.2.p	Bradi4g02570	bZIP
Bradi4g02570.3.p	Bradi4g02570	bZIP
Bradi4g02570.4.p	Bradi4g02570	bZIP
Bradi4g02665.1.p	Bradi4g02665	bHLH
Bradi4g02670.2.p	Bradi4g02670	bHLH
Bradi4g02673.1.p	Bradi4g02673	bHLH
Bradi4g02680.1.p	Bradi4g02680	WRKY
Bradi4g02680.2.p	Bradi4g02680	WRKY
Bradi4g03070.1.p	Bradi4g03070	bHLH
Bradi4g03070.2.p	Bradi4g03070	bHLH
Bradi4g03620.1.p	Bradi4g03620	NAC
Bradi4g03867.1.p	Bradi4g03867	GRAS
Bradi4g04260.2.p	Bradi4g04260	Dof
Bradi4g04720.1.p	Bradi4g04720	bZIP
Bradi4g06146.1.p	Bradi4g06146	FAR1
Bradi4g06567.3.p	Bradi4g06567	bHLH
Bradi4g06690.1.p	Bradi4g06690	WRKY
Bradi4g07527.1.p	Bradi4g07527	NAC
Bradi4g07607.1.p	Bradi4g07607	FAR1
Bradi4g07952.2.p	Bradi4g07952	FAR1
Bradi4g08988.1.p	Bradi4g08988	FAR1
Bradi4g09138.1.p	Bradi4g09138	GRAS
Bradi4g09142.1.p	Bradi4g09142	GRAS
Bradi4g09144.1.p	Bradi4g09144	GRAS
Bradi4g09146.1.p	Bradi4g09146	GRAS
Bradi4g09148.1.p	Bradi4g09148	GRAS
Bradi4g09155.1.p	Bradi4g09155	GRAS
Bradi4g09156.1.p	Bradi4g09156	GRAS
Bradi4g09157.1.p	Bradi4g09157	GRAS
Bradi4g09160.3.p	Bradi4g09160	GRAS
Bradi4g09170.1.p	Bradi4g09170	GRAS
Bradi4g09175.1.p	Bradi4g09175	GRAS
Bradi4g09180.1.p	Bradi4g09180	GRAS
Bradi4g09190.1.p	Bradi4g09190	GRAS
Bradi4g09196.1.p	Bradi4g09196	GRAS
Bradi4g09232.1.p	Bradi4g09232	GRAS
Bradi4g09235.2.p	Bradi4g09235	GRAS
Bradi4g09237.1.p	Bradi4g09237	GRAS
Bradi4g09238.1.p	Bradi4g09238	GRAS
Bradi4g09239.1.p	Bradi4g09239	GRAS
Bradi4g09252.1.p	Bradi4g09252	GRAS
Bradi4g09552.1.p	Bradi4g09552	FAR1
Bradi4g09886.1.p	Bradi4g09886	WRKY
Bradi4g09886.2.p	Bradi4g09886	WRKY
Bradi4g11116.2.p	Bradi4g11116	E2F/DP
Bradi4g11118.1.p	Bradi4g11118	FAR1
Bradi4g11630.1.p	Bradi4g11630	FAR1
Bradi4g12065.1.p	Bradi4g12065	NAC
Bradi4g12615.1.p	Bradi4g12615	bHLH
Bradi4g13211.1.p	Bradi4g13211	FAR1
Bradi4g13409.1.p	Bradi4g13409	FAR1
Bradi4g13562.1.p	Bradi4g13562	NAC
Bradi4g13570.1.p	Bradi4g13570	NAC
Bradi4g13575.1.p	Bradi4g13575	NAC
Bradi4g13586.1.p	Bradi4g13586	NAC
Bradi4g14190.1.p	Bradi4g14190	bHLH
Bradi4g14190.5.p	Bradi4g14190	bHLH
Bradi4g14551.1.p	Bradi4g14551	FAR1
Bradi4g14635.1.p	Bradi4g14635	FAR1
Bradi4g14881.1.p	Bradi4g14881	LBD
Bradi4g15566.1.p	Bradi4g15566	FAR1
Bradi4g15720.1.p	Bradi4g15720	GATA
Bradi4g16243.1.p	Bradi4g16243	FAR1
Bradi4g16740.1.p	Bradi4g16740	LBD
Bradi4g16750.1.p	Bradi4g16750	LBD
Bradi4g16840.1.p	Bradi4g16840	NF-YC
Bradi4g17441.1.p	Bradi4g17441	FAR1
Bradi4g17460.1.p	Bradi4g17460	bHLH
Bradi4g17460.2.p	Bradi4g17460	bHLH
Bradi4g18390.1.p	Bradi4g18390	GRAS
Bradi4g18891.1.p	Bradi4g18891	SBP
Bradi4g19060.1.p	Bradi4g19060	WRKY
Bradi4g19060.2.p	Bradi4g19060	WRKY
Bradi4g19577.2.p	Bradi4g19577	bHLH
Bradi4g20720.1.p	Bradi4g20720	Nin-like
Bradi4g20720.2.p	Bradi4g20720	Nin-like
Bradi4g21160.1.p	Bradi4g21160	ZF-HD
Bradi4g21230.1.p	Bradi4g21230	FAR1
Bradi4g21862.1.p	Bradi4g21862	FAR1
Bradi4g22130.3.p	Bradi4g22130	bZIP
Bradi4g22130.4.p	Bradi4g22130	bZIP
Bradi4g22195.1.p	Bradi4g22195	NAC
Bradi4g22216.2.p	Bradi4g22216	NAC
Bradi4g22525.1.p	Bradi4g22525	FAR1
Bradi4g22681.1.p	Bradi4g22681	NAC
Bradi4g23550.1.p	Bradi4g23550	GATA
Bradi4g23625.1.p	Bradi4g23625	FAR1
Bradi4g23640.1.p	Bradi4g23640	NAC
Bradi4g24060.1.p	Bradi4g24060	NAC
Bradi4g24100.1.p	Bradi4g24100	NAC
Bradi4g24550.2.p	Bradi4g24550	TCP
Bradi4g24666.1.p	Bradi4g24666	FAR1
Bradi4g24750.1.p	Bradi4g24750	Trihelix
Bradi4g24750.3.p	Bradi4g24750	Trihelix
Bradi4g24750.4.p	Bradi4g24750	Trihelix
Bradi4g24867.1.p	Bradi4g24867	GRAS
Bradi4g24937.1.p	Bradi4g24937	bZIP
Bradi4g25717.1.p	Bradi4g25717	WRKY
Bradi4g25717.2.p	Bradi4g25717	WRKY
Bradi4g25717.4.p	Bradi4g25717	WRKY
Bradi4g26093.1.p	Bradi4g26093	ZF-HD
Bradi4g26170.1.p	Bradi4g26170	ZF-HD
Bradi4g26275.1.p	Bradi4g26275	NAC
Bradi4g26470.2.p	Bradi4g26470	NAC
Bradi4g26520.2.p	Bradi4g26520	GRAS
Bradi4g26520.3.p	Bradi4g26520	GRAS
Bradi4g26520.4.p	Bradi4g26520	GRAS
Bradi4g26520.5.p	Bradi4g26520	GRAS
Bradi4g26520.6.p	Bradi4g26520	GRAS
Bradi4g26520.7.p	Bradi4g26520	GRAS
Bradi4g26520.8.p	Bradi4g26520	GRAS
Bradi4g26600.1.p	Bradi4g26600	NAC
Bradi4g26605.1.p	Bradi4g26605	NAC
Bradi4g26670.1.p	Bradi4g26670	bZIP
Bradi4g26670.4.p	Bradi4g26670	bZIP
Bradi4g26670.5.p	Bradi4g26670	bZIP
Bradi4g26670.6.p	Bradi4g26670	bZIP
Bradi4g27100.1.p	Bradi4g27100	bZIP
Bradi4g27100.2.p	Bradi4g27100	bZIP
Bradi4g27100.3.p	Bradi4g27100	bZIP
Bradi4g27720.1.p	Bradi4g27720	bZIP
Bradi4g28280.1.p	Bradi4g28280	WRKY
Bradi4g28800.2.p	Bradi4g28800	bHLH
Bradi4g28883.1.p	Bradi4g28883	LBD
Bradi4g29370.1.p	Bradi4g29370	bHLH
Bradi4g29936.1.p	Bradi4g29936	FAR1
Bradi4g29980.1.p	Bradi4g29980	TCP
Bradi4g29990.1.p	Bradi4g29990	bHLH
Bradi4g30177.1.p	Bradi4g30177	NAC
Bradi4g30230.1.p	Bradi4g30230	ZF-HD
Bradi4g30230.2.p	Bradi4g30230	ZF-HD
Bradi4g30230.3.p	Bradi4g30230	ZF-HD
Bradi4g30230.4.p	Bradi4g30230	ZF-HD
Bradi4g30230.5.p	Bradi4g30230	ZF-HD
Bradi4g30240.1.p	Bradi4g30240	ZF-HD
Bradi4g30350.1.p	Bradi4g30350	bHLH
Bradi4g30350.2.p	Bradi4g30350	bHLH
Bradi4g30350.3.p	Bradi4g30350	bHLH
Bradi4g30350.4.p	Bradi4g30350	bHLH
Bradi4g30350.5.p	Bradi4g30350	bHLH
Bradi4g30350.6.p	Bradi4g30350	bHLH
Bradi4g30350.7.p	Bradi4g30350	bHLH
Bradi4g30350.8.p	Bradi4g30350	bHLH
Bradi4g30360.1.p	Bradi4g30360	WRKY
Bradi4g30372.1.p	Bradi4g30372	WRKY
Bradi4g31777.1.p	Bradi4g31777	FAR1
Bradi4g31840.1.p	Bradi4g31840	GeBP
Bradi4g32050.1.p	Bradi4g32050	HSF
Bradi4g32060.1.p	Bradi4g32060	bHLH
Bradi4g32090.1.p	Bradi4g32090	bZIP
Bradi4g32130.1.p	Bradi4g32130	HSF
Bradi4g32470.1.p	Bradi4g32470	bHLH
Bradi4g32580.1.p	Bradi4g32580	ZF-HD
Bradi4g32650.1.p	Bradi4g32650	bHLH
Bradi4g32650.2.p	Bradi4g32650	bHLH
Bradi4g32920.1.p	Bradi4g32920	bZIP
Bradi4g32934.1.p	Bradi4g32934	bHLH
Bradi4g32967.2.p	Bradi4g32967	bHLH
Bradi4g33000.1.p	Bradi4g33000	Dof
Bradi4g33290.1.p	Bradi4g33290	NF-YC
Bradi4g33370.1.p	Bradi4g33370	WRKY
Bradi4g33370.2.p	Bradi4g33370	WRKY
Bradi4g33670.1.p	Bradi4g33670	bHLH
Bradi4g33740.1.p	Bradi4g33740	bZIP
Bradi4g33740.2.p	Bradi4g33740	bZIP
Bradi4g33740.3.p	Bradi4g33740	bZIP
Bradi4g33740.4.p	Bradi4g33740	bZIP
Bradi4g33740.5.p	Bradi4g33740	bZIP
Bradi4g33750.1.p	Bradi4g33750	EIL
Bradi4g33770.1.p	Bradi4g33770	SBP
Bradi4g33770.2.p	Bradi4g33770	SBP
Bradi4g34022.1.p	Bradi4g34022	NAC
Bradi4g34022.2.p	Bradi4g34022	NAC
Bradi4g34157.1.p	Bradi4g34157	NAC
Bradi4g34157.2.p	Bradi4g34157	NAC
Bradi4g34350.1.p	Bradi4g34350	bHLH
Bradi4g34550.1.p	Bradi4g34550	FAR1
Bradi4g34667.1.p	Bradi4g34667	SBP
Bradi4g34800.1.p	Bradi4g34800	NAC
Bradi4g34870.1.p	Bradi4g34870	bHLH
Bradi4g34870.3.p	Bradi4g34870	bHLH
Bradi4g34870.4.p	Bradi4g34870	bHLH
Bradi4g34870.5.p	Bradi4g34870	bHLH
Bradi4g34870.6.p	Bradi4g34870	bHLH
Bradi4g34870.7.p	Bradi4g34870	bHLH
Bradi4g35240.1.p	Bradi4g35240	bZIP
Bradi4g35240.2.p	Bradi4g35240	bZIP
Bradi4g35370.1.p	Bradi4g35370	bZIP
Bradi4g35400.1.p	Bradi4g35400	bHLH
Bradi4g35520.1.p	Bradi4g35520	TCP
Bradi4g35670.1.p	Bradi4g35670	TCP
Bradi4g35780.3.p	Bradi4g35780	HSF
Bradi4g36030.1.p	Bradi4g36030	SRS
Bradi4g36233.2.p	Bradi4g36233	FAR1
Bradi4g36587.1.p	Bradi4g36587	bZIP
Bradi4g37147.1.p	Bradi4g37147	Nin-like
Bradi4g37147.2.p	Bradi4g37147	Nin-like
Bradi4g37318.1.p	Bradi4g37318	NAC
Bradi4g37327.1.p	Bradi4g37327	NAC
Bradi4g37327.2.p	Bradi4g37327	NAC
Bradi4g37730.1.p	Bradi4g37730	Trihelix
Bradi4g38527.1.p	Bradi4g38527	NF-YB
Bradi4g38630.1.p	Bradi4g38630	BES1
Bradi4g39630.1.p	Bradi4g39630	bZIP
Bradi4g39766.1.p	Bradi4g39766	Nin-like
Bradi4g40020.1.p	Bradi4g40020	FAR1
Bradi4g40270.2.p	Bradi4g40270	ZF-HD
Bradi4g40880.1.p	Bradi4g40880	NAC
Bradi4g40880.2.p	Bradi4g40880	NAC
Bradi4g41200.1.p	Bradi4g41200	NAC
Bradi4g41430.1.p	Bradi4g41430	TCP
Bradi4g41570.1.p	Bradi4g41570	GATA
Bradi4g41830.5.p	Bradi4g41830	Trihelix
Bradi4g41880.2.p	Bradi4g41880	GRAS
Bradi4g41890.1.p	Bradi4g41890	bZIP
Bradi4g41960.1.p	Bradi4g41960	FAR1
Bradi4g42050.1.p	Bradi4g42050	E2F/DP
Bradi4g42050.2.p	Bradi4g42050	E2F/DP
Bradi4g42050.3.p	Bradi4g42050	E2F/DP
Bradi4g42050.4.p	Bradi4g42050	E2F/DP
Bradi4g42120.1.p	Bradi4g42120	bZIP
Bradi4g42126.2.p	Bradi4g42126	bZIP
Bradi4g42180.1.p	Bradi4g42180	NAC
Bradi4g43010.1.p	Bradi4g43010	NAC
Bradi4g43020.1.p	Bradi4g43020	NAC
Bradi4g43200.2.p	Bradi4g43200	GRAS
Bradi4g43220.1.p	Bradi4g43220	FAR1
Bradi4g43322.1.p	Bradi4g43322	bZIP
Bradi4g43330.1.p	Bradi4g43330	NAC
Bradi4g43346.1.p	Bradi4g43346	NAC
Bradi4g43680.1.p	Bradi4g43680	GRAS
Bradi4g43680.3.p	Bradi4g43680	GRAS
Bradi4g43850.3.p	Bradi4g43850	bZIP
Bradi4g43850.4.p	Bradi4g43850	bZIP
Bradi4g43850.5.p	Bradi4g43850	bZIP
Bradi4g43960.1.p	Bradi4g43960	ZF-HD
Bradi4g43995.1.p	Bradi4g43995	NAC
Bradi4g44000.1.p	Bradi4g44000	NAC
Bradi4g44093.1.p	Bradi4g44093	GRAS
Bradi4g44342.1.p	Bradi4g44342	WRKY
Bradi4g44350.1.p	Bradi4g44350	WRKY
Bradi4g44360.1.p	Bradi4g44360	WRKY
Bradi4g44370.2.p	Bradi4g44370	WRKY
Bradi4g44850.1.p	Bradi4g44850	LBD
Bradi4g45222.2.p	Bradi4g45222	Dof
Bradi4g45224.2.p	Bradi4g45224	Dof
Bradi4g45290.1.p	Bradi4g45290	WRKY
Bradi4g45290.3.p	Bradi4g45290	WRKY
Bradi4g45290.4.p	Bradi4g45290	WRKY
Bradi4g45290.5.p	Bradi4g45290	WRKY
Bradi4g45290.6.p	Bradi4g45290	WRKY
Bradi4g45290.7.p	Bradi4g45290	WRKY
Bradi4g45290.8.p	Bradi4g45290	WRKY
Bradi5g00478.1.p	Bradi5g00478	GeBP
Bradi5g01250.1.p	Bradi5g01250	GeBP
Bradi5g01250.3.p	Bradi5g01250	GeBP
Bradi5g01257.1.p	Bradi5g01257	GeBP
Bradi5g01257.2.p	Bradi5g01257	GeBP
Bradi5g01257.3.p	Bradi5g01257	GeBP
Bradi5g01900.1.p	Bradi5g01900	bHLH
Bradi5g01920.2.p	Bradi5g01920	E2F/DP
Bradi5g01920.3.p	Bradi5g01920	E2F/DP
Bradi5g01973.1.p	Bradi5g01973	FAR1
Bradi5g02880.1.p	Bradi5g02880	TCP
Bradi5g03565.1.p	Bradi5g03565	FAR1
Bradi5g04817.1.p	Bradi5g04817	WRKY
Bradi5g05110.1.p	Bradi5g05110	bHLH
Bradi5g05110.2.p	Bradi5g05110	bHLH
Bradi5g06601.1.p	Bradi5g06601	FAR1
Bradi5g06620.1.p	Bradi5g06620	bHLH
Bradi5g07720.1.p	Bradi5g07720	bHLH
Bradi5g08167.1.p	Bradi5g08167	CAMTA
Bradi5g08167.3.p	Bradi5g08167	CAMTA
Bradi5g08600.1.p	Bradi5g08600	Trihelix
Bradi5g08600.2.p	Bradi5g08600	Trihelix
Bradi5g08600.3.p	Bradi5g08600	Trihelix
Bradi5g08980.1.p	Bradi5g08980	Trihelix
Bradi5g08980.2.p	Bradi5g08980	Trihelix
Bradi5g09126.1.p	Bradi5g09126	FAR1
Bradi5g09140.1.p	Bradi5g09140	S1Fa-like
Bradi5g09140.2.p	Bradi5g09140	S1Fa-like
Bradi5g09140.3.p	Bradi5g09140	S1Fa-like
Bradi5g09640.2.p	Bradi5g09640	E2F/DP
Bradi5g09640.3.p	Bradi5g09640	E2F/DP
Bradi5g09640.4.p	Bradi5g09640	E2F/DP
Bradi5g09640.5.p	Bradi5g09640	E2F/DP
Bradi5g09640.6.p	Bradi5g09640	E2F/DP
Bradi5g09640.7.p	Bradi5g09640	E2F/DP
Bradi5g10320.1.p	Bradi5g10320	GRAS
Bradi5g10470.1.p	Bradi5g10470	ZF-HD
Bradi5g10640.1.p	Bradi5g10640	NAC
Bradi5g11070.1.p	Bradi5g11070	Trihelix
Bradi5g11247.1.p	Bradi5g11247	NAC
Bradi5g11315.1.p	Bradi5g11315	FAR1
Bradi5g11330.3.p	Bradi5g11330	FAR1
Bradi5g11330.4.p	Bradi5g11330	FAR1
Bradi5g11330.5.p	Bradi5g11330	FAR1
Bradi5g11330.6.p	Bradi5g11330	FAR1
Bradi5g11330.7.p	Bradi5g11330	FAR1
Bradi5g11330.8.p	Bradi5g11330	FAR1
Bradi5g11516.1.p	Bradi5g11516	FAR1
Bradi5g12127.1.p	Bradi5g12127	EIL
Bradi5g12338.1.p	Bradi5g12338	GRAS
Bradi5g12407.4.p	Bradi5g12407	NAC
Bradi5g12407.5.p	Bradi5g12407	NAC
Bradi5g13090.1.p	Bradi5g13090	WRKY
Bradi5g13090.2.p	Bradi5g13090	WRKY
Bradi5g13300.1.p	Bradi5g13300	NAC
Bradi5g13370.1.p	Bradi5g13370	FAR1
Bradi5g13450.1.p	Bradi5g13450	NAC
Bradi5g13816.1.p	Bradi5g13816	NAC
Bradi5g13900.1.p	Bradi5g13900	Trihelix
Bradi5g14050.1.p	Bradi5g14050	FAR1
Bradi5g14130.1.p	Bradi5g14130	FAR1
Bradi5g14163.2.p	Bradi5g14163	FAR1
Bradi5g14497.1.p	Bradi5g14497	bZIP
Bradi5g14497.2.p	Bradi5g14497	bZIP
Bradi5g14736.1.p	Bradi5g14736	NAC
Bradi5g14952.1.p	Bradi5g14952	NAC
Bradi5g14952.2.p	Bradi5g14952	NAC
Bradi5g15230.1.p	Bradi5g15230	NAC
Bradi5g15587.1.p	Bradi5g15587	NAC
Bradi5g16270.1.p	Bradi5g16270	TCP
Bradi5g16910.1.p	Bradi5g16910	YABBY
Bradi5g16917.1.p	Bradi5g16917	NAC
Bradi5g16917.2.p	Bradi5g16917	NAC
Bradi5g16917.3.p	Bradi5g16917	NAC
Bradi5g16917.4.p	Bradi5g16917	NAC
Bradi5g17057.1.p	Bradi5g17057	GATA
Bradi5g17150.1.p	Bradi5g17150	Trihelix
Bradi5g17150.2.p	Bradi5g17150	Trihelix
Bradi5g17150.3.p	Bradi5g17150	Trihelix
Bradi5g17150.4.p	Bradi5g17150	Trihelix
Bradi5g17150.5.p	Bradi5g17150	Trihelix
Bradi5g17150.6.p	Bradi5g17150	Trihelix
Bradi5g17150.7.p	Bradi5g17150	Trihelix
Bradi5g17281.1.p	Bradi5g17281	Trihelix
Bradi5g17370.1.p	Bradi5g17370	GATA
Bradi5g17370.3.p	Bradi5g17370	GATA
Bradi5g17395.2.p	Bradi5g17395	WRKY
Bradi5g17395.3.p	Bradi5g17395	WRKY
Bradi5g17722.1.p	Bradi5g17722	SBP
Bradi5g17722.2.p	Bradi5g17722	SBP
Bradi5g17722.3.p	Bradi5g17722	SBP
Bradi5g18044.2.p	Bradi5g18044	NAC
Bradi5g18430.1.p	Bradi5g18430	Nin-like
Bradi5g18640.1.p	Bradi5g18640	Dof
Bradi5g18680.1.p	Bradi5g18680	HSF
Bradi5g19190.1.p	Bradi5g19190	GRAS
Bradi5g19950.1.p	Bradi5g19950	bHLH
Bradi5g20290.2.p	Bradi5g20290	WRKY
Bradi5g20340.1.p	Bradi5g20340	LFY
Bradi5g20397.2.p	Bradi5g20397	bHLH
Bradi5g20397.3.p	Bradi5g20397	bHLH
Bradi5g20700.1.p	Bradi5g20700	WRKY
Bradi5g20847.1.p	Bradi5g20847	Trihelix
Bradi5g21010.1.p	Bradi5g21010	NAC
Bradi5g21820.1.p	Bradi5g21820	FAR1
Bradi5g21820.2.p	Bradi5g21820	FAR1
Bradi5g21820.3.p	Bradi5g21820	FAR1
Bradi5g21950.1.p	Bradi5g21950	bHLH
Bradi5g21983.1.p	Bradi5g21983	NAC
Bradi5g22920.1.p	Bradi5g22920	bHLH
Bradi5g23300.1.p	Bradi5g23300	Nin-like
Bradi5g23300.2.p	Bradi5g23300	Nin-like
Bradi5g23340.1.p	Bradi5g23340	bZIP
Bradi5g23340.2.p	Bradi5g23340	bZIP
Bradi5g23580.1.p	Bradi5g23580	bHLH
Bradi5g23656.1.p	Bradi5g23656	GATA
Bradi5g24670.1.p	Bradi5g24670	SBP
Bradi5g25700.1.p	Bradi5g25700	Trihelix
Bradi5g25700.2.p	Bradi5g25700	Trihelix
Bradi5g26240.1.p	Bradi5g26240	Dof
Bradi5g26800.1.p	Bradi5g26800	NF-YC
Bradi5g27467.2.p	Bradi5g27467	NAC
Bradi5g27467.3.p	Bradi5g27467	NAC
Bradi5g27467.4.p	Bradi5g27467	NAC
Bradi5g27467.5.p	Bradi5g27467	NAC
Bradi5g27467.7.p	Bradi5g27467	NAC
Bradi1g12477.1.p	Bradi1g12477	ARF
Bradi1g32547.1.p	Bradi1g32547	ARF
Bradi1g33160.1.p	Bradi1g33160	ARF
Bradi1g34340.1.p	Bradi1g34340	ARF
Bradi1g46602.10.p	Bradi1g46602	ARF
Bradi1g46602.11.p	Bradi1g46602	ARF
Bradi1g46602.12.p	Bradi1g46602	ARF
Bradi1g46602.13.p	Bradi1g46602	ARF
Bradi1g46602.14.p	Bradi1g46602	ARF
Bradi1g46602.2.p	Bradi1g46602	ARF
Bradi1g46602.6.p	Bradi1g46602	ARF
Bradi1g46602.7.p	Bradi1g46602	ARF
Bradi1g46602.8.p	Bradi1g46602	ARF
Bradi1g46602.9.p	Bradi1g46602	ARF
Bradi2g08120.1.p	Bradi2g08120	ARF
Bradi2g08120.2.p	Bradi2g08120	ARF
Bradi2g08120.3.p	Bradi2g08120	ARF
Bradi2g08120.4.p	Bradi2g08120	ARF
Bradi2g16610.10.p	Bradi2g16610	ARF
Bradi2g16610.1.p	Bradi2g16610	ARF
Bradi2g16610.2.p	Bradi2g16610	ARF
Bradi2g16610.4.p	Bradi2g16610	ARF
Bradi2g16610.5.p	Bradi2g16610	ARF
Bradi2g16610.6.p	Bradi2g16610	ARF
Bradi2g16610.8.p	Bradi2g16610	ARF
Bradi2g16610.9.p	Bradi2g16610	ARF
Bradi2g19867.1.p	Bradi2g19867	ARF
Bradi2g19867.2.p	Bradi2g19867	ARF
Bradi2g19867.3.p	Bradi2g19867	ARF
